num__Transaction_Amount,num__Account_Balance,num__Previous_Fraudulent_Activity,num__Daily_Transaction_Count,num__Card_Age,num__Year,num__Month,num__Day,num__Day_of_Week,num__Balance_to_Amount_Ratio,num__User_Transaction_Count,num__User_Avg_Transaction_Amount,num__User_Total_Transaction_Amount,num__User_Amount_Deviation,cat__Transaction_Type_ATM Withdrawal,cat__Transaction_Type_Bank Transfer,cat__Transaction_Type_Online,cat__Transaction_Type_POS,cat__Device_Type_Laptop,cat__Device_Type_Mobile,cat__Device_Type_Tablet,cat__Location_London,cat__Location_Mumbai,cat__Location_New York,cat__Location_Sydney,cat__Location_Tokyo,cat__Merchant_Category_Clothing,cat__Merchant_Category_Electronics,cat__Merchant_Category_Groceries,cat__Merchant_Category_Restaurants,cat__Merchant_Category_Travel,cat__Card_Type_Amex,cat__Card_Type_Discover,cat__Card_Type_Mastercard,cat__Card_Type_Visa,cat__Amount_Bin_extreme,cat__Amount_Bin_high,cat__Amount_Bin_low,cat__Amount_Bin_medium,cat__Amount_Bin_micro,cat__Amount_Bin_very_high
-0.9774029883940638,1.603525195513247,-0.3313854634683703,-0.3690263397488701,-0.7386404675201862,0.0,0.13818612420459056,0.37247061407224125,-0.5070523576323969,0.3317664424717247,-1.0849119761665798,-1.1047987734274771,-1.2683317889121382,-0.5617670859071954,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.23178310035113475,0.6995847771641444,3.017633874261496,-1.3604496351870232,-1.144301401405698,0.0,-1.6045710911974986,-0.08257342981364203,1.4938448263360213,-0.042176317729727957,2.736994938464396,-0.15871945714411897,1.5978123016041486,-0.1815484822992217,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.9100143074557665,-1.5457117284898805,-0.3313854634683703,-0.12117051588933182,-0.5792736720651638,0.0,-0.733192483496454,0.1449485921292996,-1.5075009496166059,-0.04515108480224216,-0.6602556523186935,0.12988197917477246,-0.3678906719159447,-1.0651897098560863,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7523745323624387,1.683442505205416,-0.3313854634683703,0.622396955689283,1.5649341213296843,0.0,1.0095647319056351,1.168797690872537,-0.006828061640292308,-0.045765107771291925,1.4630259669207375,1.3726644678743831,2.649254950315381,0.1880421340357315,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.9667945753528027,-1.541123568888426,-0.3313854634683703,0.12668530797020647,-0.26054008115511873,0.0,-1.6045710911974986,-0.19633444078511283,0.9936205303439168,-0.034830147703064716,-0.6602556523186935,-0.41507891655066326,-0.6977918020576087,-0.8728308603020188,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6437936563726882,-0.07238532546822858,-0.3313854634683703,0.37454113182974474,1.63737357380924,0.0,0.42864566010493876,-0.08257342981364203,-1.0072766536245015,-0.03778992264409001,-0.6602556523186935,-0.1217484125550305,-0.5202193091829308,-0.6535975279986587,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.1625758343200498,0.38471046577416,-0.3313854634683703,1.1181086034083596,-0.289515862146941,0.0,0.13818612420459056,-1.447705561471292,-1.5075009496166059,-0.04404989709497727,1.0383696430728513,0.7210969041880838,1.4863065851198876,-0.5168957446086412,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3302897928771315,-1.7210587962911943,-0.3313854634683703,-0.12117051588933182,0.347951319673149,0.0,-1.3141115552971503,-1.2201835395283502,1.4938448263360213,-0.05140992937829963,-1.0849119761665798,-1.3855596721544094,-1.4043024077453399,0.2838591435889677,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.02625391781439929,1.5589133969071478,-0.3313854634683703,1.1181086034083596,0.27551186719359333,0.0,1.0095647319056351,-1.5614665724427625,-1.5075009496166059,-0.042059325216912045,1.0383696430728513,0.3610462205671248,1.093973793795315,-0.1399839118592221,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.7198711327543041,1.292479041827544,-0.3313854634683703,0.37454113182974474,0.6521970200872829,0.0,1.3000242678059832,-1.333944550499821,0.9936205303439168,-0.019902992387257082,0.6137133192249651,1.8466756011589585,2.2024531311195834,-1.6587422121540063,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
